APM,Precision,AvgDistance,DamageTakenPerMin,DamageDealtPerMin,RangedRatio,DashPerMin,ShieldPerMin,TimeInRiskZone,RewardChosen,PerfilJugador
29.6,0.71,4.2,197.37,712.23,0.39,2.74,6.03,0.36,Health,Unskilful
35.42,0.95,3.2,38.71,1196.77,0.41,13.79,4.68,0.45,Sword Damage,Expert
48.85,0.95,2.52,149.33,1011.11,0.0,20.55,0.0,0.78,Health,Berserker
20.55,1.0,7.35,0.12,715.07,1.0,9.16,0.0,0.05,Armor,Tactic
23.7,0.9,5.62,31.41,1063.39,0.81,8.94,2.06,0.11,Health,Expert
58.61,1.0,3.24,255.88,1681.4,0.18,12.26,6.99,0.7,Max Health,Speedrunner
20.21,0.99,5.63,0.0,740.26,1.0,6.76,1.59,0.09,Bow Damage,Tactic
60.86,0.96,2.63,132.36,992.0,0.0,11.97,0.0,0.79,Sword Damage,Berserker
45.79,0.83,5.96,160.45,801.36,0.0,14.55,0.05,0.57,Max Health,Berserker
57.69,1.0,3.16,226.42,1468.63,0.2,7.41,7.39,0.63,Bow Damage,Speedrunner
22.18,0.61,5.11,87.84,380.76,0.48,5.21,3.77,0.25,Max Health,Unskilful
25.79,1.0,6.14,20.05,840.81,0.8,9.6,2.13,0.21,Shield,Tactic
20.38,1.0,6.85,0.0,690.13,0.99,8.53,0.0,0.06,Shield,Tactic
43.22,0.92,4.03,164.2,1562.09,0.41,6.44,3.26,0.4,Health,Speedrunner
28.24,1.0,5.67,147.37,1203.36,0.49,10.01,3.31,0.32,Health,Expert
27.52,0.81,4.09,126.08,635.66,0.49,12.43,3.79,0.49,Velocity,Expert
19.05,0.81,6.34,0.0,524.72,0.99,4.67,0.2,0.03,Armor,Tactic
41.63,0.73,4.8,180.18,1021.34,0.34,12.65,1.95,0.32,Health,Speedrunner
50.46,0.94,3.38,248.4,937.29,0.0,13.56,2.53,0.6,Max Health,Berserker
34.08,0.82,5.73,259.71,972.86,0.38,16.52,2.73,0.43,Velocity,Speedrunner
38.64,0.56,4.76,135.38,622.12,0.42,5.78,5.28,0.26,Health,Unskilful
61.95,0.81,3.34,344.59,1178.24,0.0,13.14,0.0,0.66,Velocity,Berserker
50.37,0.54,2.55,142.13,729.93,0.22,5.29,3.64,0.7,Max Health,Unskilful
40.2,1.0,5.34,54.76,1183.2,0.62,3.65,3.24,0.37,Bow Damage,Expert
21.85,1.0,5.28,28.36,729.1,0.79,9.06,1.46,0.18,Bow Damage,Tactic
19.65,0.92,5.93,0.0,643.3,1.0,5.83,0.04,0.0,Bow Damage,Tactic
19.94,0.94,6.06,15.28,665.55,0.96,10.55,3.02,0.03,Max Health,Tactic
39.4,1.0,5.58,57.71,1180.2,0.66,3.21,2.92,0.33,Bow Damage,Expert
42.1,0.95,3.66,329.03,860.73,0.0,16.45,1.18,0.51,Sword Damage,Berserker
39.9,1.0,3.69,71.92,1044.96,0.28,16.57,8.0,0.54,Sword Damage,Speedrunner
21.55,0.92,5.46,0.0,685.01,1.0,9.85,1.81,0.1,Velocity,Tactic
21.07,1.0,5.72,28.6,730.53,1.0,8.68,1.83,0.1,Bow Damage,Tactic
27.59,0.7,4.59,127.63,632.67,0.38,7.78,5.74,0.33,Armor,Unskilful
37.9,0.59,4.61,144.18,629.78,0.38,5.84,6.22,0.27,Health,Unskilful
60.4,0.91,1.99,164.72,1098.11,0.0,5.49,0.0,0.83,Sword Damage,Berserker
39.19,0.94,3.0,136.53,962.71,0.0,15.1,0.0,0.51,Velocity,Berserker
34.2,0.93,4.71,154.94,1277.49,0.45,7.8,5.1,0.27,Sword Damage,Expert
65.21,0.84,2.6,306.76,1166.7,0.0,13.26,0.0,0.77,Max Health,Berserker
52.2,0.95,3.45,231.62,969.25,0.0,15.27,2.44,0.64,Max Health,Berserker
34.23,0.6,4.59,141.28,566.67,0.4,6.57,6.13,0.32,Shield,Unskilful
41.49,0.94,3.72,208.33,1597.08,0.36,6.5,3.8,0.42,Health,Speedrunner
31.55,0.78,5.5,146.72,738.71,0.38,6.64,3.3,0.26,Max Health,Unskilful
34.28,0.72,3.96,137.52,665.04,0.42,6.23,5.77,0.41,Armor,Unskilful
34.77,0.61,4.58,170.07,561.31,0.41,5.51,1.7,0.48,Health,Unskilful
36.22,0.92,3.65,53.84,1275.48,0.5,12.79,3.03,0.31,Velocity,Speedrunner
23.02,0.84,2.07,145.07,473.77,0.58,11.13,2.08,0.89,Velocity,Expert
23.66,0.64,4.93,136.7,457.28,0.44,3.65,4.39,0.44,Shield,Unskilful
15.36,0.79,7.36,14.02,439.24,0.98,8.52,1.01,0.0,Shield,Tactic
22.57,0.93,5.14,39.32,673.1,0.73,11.7,3.32,0.08,Shield,Expert
30.22,0.69,4.48,193.29,738.91,0.39,3.19,6.3,0.4,Health,Unskilful
61.37,1.0,3.17,276.65,1736.37,0.19,12.13,6.85,0.75,Max Health,Speedrunner
52.58,0.86,3.66,217.21,1106.36,0.0,13.74,0.06,0.64,Max Health,Berserker
54.73,0.88,2.99,231.17,1146.48,0.0,9.72,0.02,0.74,Health,Berserker
47.26,0.79,4.46,398.73,1078.83,0.22,9.52,4.21,0.34,Velocity,Speedrunner
19.7,0.94,5.97,5.83,616.66,0.99,5.99,0.0,0.01,Bow Damage,Tactic
39.61,1.0,5.43,57.65,1159.52,0.62,4.37,4.0,0.37,Bow Damage,Expert
52.28,1.0,3.95,91.41,1510.92,0.38,16.89,3.11,0.74,Bow Damage,Speedrunner
32.04,0.69,5.18,149.22,617.22,0.44,5.79,2.65,0.12,Health,Unskilful
20.78,0.85,6.35,62.35,635.64,0.94,10.86,2.65,0.09,Armor,Tactic
28.27,0.8,4.86,122.83,583.28,0.47,3.88,2.47,0.33,Shield,Unskilful
69.68,0.92,3.89,233.41,1371.89,0.0,12.53,0.0,0.77,Sword Damage,Berserker
22.72,0.89,4.1,197.26,564.4,0.43,11.02,2.16,0.24,Sword Damage,Expert
19.08,0.84,6.09,18.54,580.95,1.0,6.48,1.8,0.09,Shield,Tactic
28.63,0.7,4.29,197.6,708.51,0.34,3.06,5.82,0.39,Health,Unskilful
49.82,0.88,2.25,233.1,1097.95,0.23,10.8,2.93,0.72,Sword Damage,Speedrunner
34.39,0.51,3.34,117.6,544.23,0.26,5.79,6.76,0.39,Shield,Unskilful
62.87,0.81,3.54,336.32,1363.66,0.0,13.38,0.02,0.66,Velocity,Berserker
44.07,0.94,3.33,325.03,870.88,0.0,15.64,1.18,0.51,Sword Damage,Berserker
17.21,0.91,6.91,0.0,542.88,0.99,13.78,2.7,0.07,Bow Damage,Tactic
29.24,0.83,3.88,178.22,729.11,0.39,3.22,5.56,0.46,Armor,Unskilful
69.74,0.78,2.3,297.97,1569.84,0.0,11.26,0.0,0.82,Velocity,Berserker
21.1,0.87,6.32,49.42,646.55,0.91,10.3,2.73,0.06,Armor,Tactic
18.62,0.92,5.97,78.2,577.21,0.88,5.21,2.23,0.23,Max Health,Tactic
29.39,0.8,3.84,175.12,702.81,0.42,3.63,5.47,0.49,Armor,Unskilful
54.15,0.72,3.97,79.96,1078.18,0.26,14.88,2.65,0.54,Max Health,Speedrunner
40.13,0.88,4.16,247.56,806.62,0.0,14.43,0.0,0.67,Sword Damage,Berserker
21.39,1.0,7.28,0.0,702.89,0.99,9.57,0.24,0.06,Armor,Tactic
23.51,0.89,4.41,199.33,517.9,0.41,12.03,2.87,0.23,Sword Damage,Expert
48.83,0.8,3.23,114.01,1036.61,0.44,13.8,4.38,0.5,Bow Damage,Speedrunner
26.44,0.99,5.34,22.73,865.33,0.62,16.84,3.16,0.27,Bow Damage,Expert
56.16,0.82,3.39,302.33,1089.56,0.0,8.05,0.08,0.8,Health,Berserker
27.91,0.73,4.44,125.79,618.76,0.34,5.25,4.13,0.42,Armor,Unskilful
51.38,1.0,4.1,121.01,1579.68,0.35,16.16,3.26,0.74,Bow Damage,Speedrunner
21.91,0.95,4.57,6.3,709.93,0.86,12.53,3.68,0.18,Shield,Tactic
35.21,0.78,3.18,149.49,795.52,0.34,3.81,6.54,0.52,Velocity,Unskilful
28.56,0.86,4.47,165.56,750.04,0.5,7.45,5.39,0.28,Health,Unskilful
44.66,0.94,3.37,324.04,947.27,0.0,15.5,1.13,0.53,Sword Damage,Berserker
31.7,0.53,3.84,104.94,484.8,0.48,1.41,2.9,0.32,Health,Unskilful
43.42,1.0,4.5,58.67,1305.01,0.38,5.34,8.38,0.52,Velocity,Speedrunner
41.49,0.95,3.23,317.6,906.6,0.0,15.73,0.89,0.5,Sword Damage,Berserker
73.0,0.9,1.97,229.24,1369.54,0.0,10.25,0.05,0.84,Health,Berserker
33.55,0.57,4.63,142.57,578.64,0.42,7.15,5.74,0.31,Shield,Unskilful
48.54,0.8,3.5,157.72,1186.4,0.34,16.06,4.78,0.47,Health,Speedrunner
51.69,0.88,3.89,126.22,1254.95,0.39,15.1,9.26,0.59,Bow Damage,Speedrunner
34.07,1.0,3.96,112.92,1041.59,0.5,11.68,4.82,0.3,Sword Damage,Expert
42.45,0.96,3.48,333.65,965.63,0.0,14.96,1.02,0.53,Sword Damage,Berserker
30.02,0.75,4.45,123.68,585.79,0.34,5.26,4.17,0.4,Armor,Unskilful
20.64,0.92,5.96,47.5,690.14,0.99,4.92,1.47,0.11,Bow Damage,Tactic
56.9,0.85,4.07,137.62,1218.69,0.32,13.57,5.99,0.5,Sword Damage,Speedrunner
26.46,0.95,5.9,46.4,737.23,0.63,9.55,4.9,0.22,Shield,Expert
29.7,1.0,4.2,30.76,868.76,0.49,5.24,5.22,0.4,Bow Damage,Expert
31.17,0.68,4.62,131.34,592.9,0.54,5.51,6.21,0.24,Max Health,Unskilful
39.85,0.41,3.14,94.56,474.42,0.2,5.34,6.26,0.41,Shield,Unskilful
38.84,0.82,5.53,250.55,974.22,0.4,16.18,1.66,0.46,Velocity,Speedrunner
21.07,0.99,6.65,1.49,735.15,0.97,5.04,0.0,0.03,Shield,Tactic
56.73,0.89,2.57,233.64,1252.78,0.0,9.59,0.01,0.78,Sword Damage,Berserker
27.87,0.52,5.59,100.03,497.06,0.66,4.95,2.33,0.13,Health,Unskilful
57.02,0.93,5.41,283.72,1336.41,0.0,11.54,0.0,0.47,Sword Damage,Berserker
36.85,0.94,3.4,55.9,1271.94,0.51,12.05,3.8,0.33,Velocity,Speedrunner
25.51,0.95,4.41,17.23,602.16,0.54,11.92,1.59,0.26,Velocity,Expert
27.53,1.0,5.57,134.93,1202.75,0.5,10.92,4.08,0.3,Health,Expert
19.68,0.93,7.62,17.93,654.79,1.0,0.01,0.0,0.0,Max Health,Tactic
16.14,0.8,7.59,18.01,452.31,1.0,8.79,1.03,0.0,Shield,Tactic
21.22,1.0,7.26,0.0,737.16,1.0,8.93,0.62,0.06,Armor,Tactic
22.04,0.92,5.48,1.12,683.7,1.0,10.24,1.45,0.1,Velocity,Tactic
30.51,0.84,3.74,179.06,740.74,0.39,3.66,5.46,0.45,Armor,Unskilful
77.05,1.0,2.88,305.7,2153.78,0.0,5.28,0.09,0.73,Health,Berserker
21.5,0.91,5.31,0.77,715.37,0.99,9.86,1.08,0.12,Velocity,Tactic
15.33,1.0,7.1,0.0,575.0,1.0,6.93,0.0,0.03,Bow Damage,Tactic
26.9,0.88,4.37,63.22,728.59,0.61,14.94,1.06,0.27,Bow Damage,Expert
57.34,0.83,1.5,250.01,960.14,0.0,12.97,0.0,0.93,Sword Damage,Berserker
53.24,0.87,2.29,213.53,1138.5,0.2,11.21,2.7,0.68,Sword Damage,Speedrunner
52.44,0.69,3.99,72.97,1031.09,0.23,15.66,2.2,0.48,Max Health,Speedrunner
47.77,0.66,3.0,148.56,799.93,0.32,1.18,8.08,0.52,Health,Unskilful
30.63,0.89,4.58,51.41,882.87,0.51,13.1,5.66,0.3,Shield,Expert
26.11,0.86,4.0,46.41,769.75,0.64,14.87,1.7,0.33,Bow Damage,Expert
23.35,1.0,6.47,4.63,852.09,1.0,7.55,0.0,0.0,Max Health,Tactic
61.75,0.95,1.64,339.06,1463.97,0.0,4.54,0.04,0.8,Velocity,Berserker
26.71,0.6,5.0,91.94,405.1,0.46,5.56,4.31,0.24,Max Health,Unskilful
48.21,0.83,3.09,95.75,749.26,0.0,6.73,0.0,0.69,Max Health,Berserker
80.34,1.0,2.64,294.31,1981.44,0.0,4.56,0.0,0.74,Health,Berserker
34.0,0.59,4.54,145.77,578.01,0.4,7.01,6.51,0.32,Shield,Unskilful
42.71,0.83,4.21,155.9,1045.92,0.35,16.77,7.57,0.4,Velocity,Speedrunner
48.87,0.81,3.2,112.73,975.65,0.43,13.45,4.37,0.43,Bow Damage,Speedrunner
21.33,1.0,5.43,29.68,760.4,0.78,9.31,1.29,0.15,Bow Damage,Tactic
21.14,0.98,6.82,5.63,742.28,1.0,7.03,0.0,0.09,Shield,Tactic
52.22,0.89,3.89,115.58,1253.98,0.38,13.72,8.54,0.59,Bow Damage,Speedrunner
28.17,0.88,5.54,46.14,1261.36,0.61,13.27,3.76,0.28,Velocity,Expert
63.94,0.89,1.88,181.21,1197.13,0.0,14.7,0.18,0.84,Sword Damage,Berserker
51.5,0.84,3.7,306.43,1096.02,0.0,9.84,0.0,0.81,Health,Berserker
15.87,1.0,7.3,4.63,565.3,1.0,6.25,0.0,0.0,Bow Damage,Tactic
54.05,0.91,4.53,90.62,1234.77,0.35,13.85,5.63,0.52,Velocity,Speedrunner
32.37,0.61,4.49,117.48,622.33,0.48,6.77,5.44,0.33,Armor,Unskilful
27.49,0.76,4.71,116.91,589.28,0.46,3.65,2.64,0.32,Shield,Unskilful
76.73,0.87,3.12,228.29,1591.56,0.09,7.23,6.76,0.69,Sword Damage,Speedrunner
23.39,0.89,5.31,32.57,1027.05,0.81,10.83,1.88,0.12,Health,Expert
20.84,0.68,7.17,8.32,459.86,0.8,6.26,1.14,0.06,Bow Damage,Tactic
16.97,0.87,6.76,34.84,487.06,0.88,9.24,1.72,0.05,Bow Damage,Tactic
28.45,0.9,3.88,61.58,793.05,0.61,14.58,1.31,0.33,Bow Damage,Expert
57.6,0.94,2.61,155.71,1133.1,0.0,11.4,0.0,0.81,Sword Damage,Berserker
62.49,0.9,1.83,195.07,1168.36,0.0,15.83,0.0,0.8,Sword Damage,Berserker
37.39,0.56,3.77,119.23,595.68,0.39,7.82,5.34,0.36,Health,Unskilful
53.32,0.96,3.39,218.42,1089.08,0.0,14.73,2.45,0.61,Max Health,Berserker
23.1,0.66,4.9,130.35,495.5,0.47,2.98,4.15,0.39,Shield,Unskilful
29.73,0.66,4.37,124.92,612.55,0.52,4.35,6.26,0.22,Max Health,Unskilful
25.4,0.57,4.57,130.06,539.04,0.52,5.72,2.82,0.45,Health,Unskilful
35.13,0.59,4.61,135.26,593.63,0.43,6.71,5.86,0.3,Shield,Unskilful
26.95,0.94,6.0,49.64,730.65,0.62,7.73,5.29,0.25,Shield,Expert
29.25,0.7,4.18,197.53,728.17,0.38,3.12,6.22,0.42,Health,Unskilful
57.08,0.85,2.13,256.71,1154.41,0.0,14.23,0.04,0.79,Sword Damage,Berserker
20.66,0.92,7.54,23.85,660.99,1.0,0.05,0.09,0.0,Max Health,Tactic
40.47,0.99,4.34,158.61,1252.8,0.55,15.21,2.71,0.28,Sword Damage,Speedrunner
20.51,0.91,6.07,53.29,650.32,1.0,5.42,1.3,0.11,Bow Damage,Tactic
36.89,0.73,4.92,128.07,655.4,0.27,3.54,6.47,0.35,Health,Unskilful
63.23,0.97,2.09,245.79,1194.64,0.0,8.17,0.0,0.77,Health,Berserker
43.41,0.77,4.8,192.82,986.04,0.3,13.61,2.1,0.28,Health,Speedrunner
27.69,0.9,7.16,153.21,727.24,0.41,9.76,4.02,0.43,Shield,Expert
33.47,0.99,3.48,106.71,955.79,0.47,11.35,4.44,0.33,Sword Damage,Expert
49.66,0.8,3.03,232.85,1121.09,0.31,15.85,0.0,0.71,Bow Damage,Speedrunner
42.27,1.0,4.5,150.32,1287.8,0.58,14.26,2.93,0.25,Sword Damage,Speedrunner
37.89,0.54,3.54,105.71,539.55,0.29,5.88,2.18,0.56,Armor,Unskilful
24.35,1.0,6.23,0.0,858.64,1.0,8.11,0.0,0.01,Max Health,Tactic
50.19,0.84,3.22,225.88,1130.04,0.0,13.65,0.0,0.65,Max Health,Berserker
58.02,0.91,1.61,160.45,1030.4,0.0,6.89,0.02,0.84,Sword Damage,Berserker
27.87,0.78,4.13,59.56,647.14,0.56,16.66,6.61,0.37,Bow Damage,Expert
29.83,0.7,4.7,121.55,565.57,0.36,5.51,3.65,0.43,Armor,Unskilful
31.53,0.87,4.51,59.61,868.09,0.55,11.95,3.74,0.25,Velocity,Expert
34.61,0.55,4.85,102.98,562.43,0.45,3.56,2.18,0.22,Max Health,Unskilful
41.69,0.73,3.78,196.2,740.37,0.35,15.34,1.39,0.53,Velocity,Speedrunner
22.53,0.6,5.12,92.4,416.69,0.46,5.35,3.38,0.2,Max Health,Unskilful
46.76,0.94,2.22,257.49,1072.58,0.23,12.39,3.85,0.7,Bow Damage,Speedrunner
36.11,0.55,6.02,145.78,639.46,0.57,2.93,1.68,0.15,Shield,Unskilful
30.6,1.0,4.17,33.13,916.01,0.58,14.64,4.63,0.19,Bow Damage,Expert
56.28,0.93,5.4,278.66,1415.68,0.0,9.83,0.02,0.49,Sword Damage,Berserker
23.27,0.58,5.14,96.92,376.5,0.49,5.05,3.77,0.23,Max Health,Unskilful
23.67,0.94,5.27,140.63,588.27,0.48,7.13,1.21,0.3,Velocity,Expert
49.32,0.76,3.28,234.87,1137.84,0.31,16.96,0.04,0.63,Bow Damage,Speedrunner
21.29,0.99,5.03,0.07,758.18,1.0,9.0,0.03,0.11,Armor,Tactic
22.78,0.76,5.76,18.92,521.56,0.67,11.59,3.78,0.15,Armor,Tactic
32.01,0.67,5.16,141.92,616.95,0.42,5.57,3.21,0.14,Health,Unskilful
36.68,0.45,5.14,106.77,511.81,0.39,9.47,4.62,0.18,Health,Unskilful
36.85,0.64,3.73,151.96,613.28,0.29,4.37,4.74,0.62,Health,Unskilful
69.33,0.92,3.71,355.97,1879.39,0.12,12.94,4.08,0.63,Sword Damage,Speedrunner
45.22,0.93,3.6,94.6,1238.1,0.44,9.92,7.74,0.47,Shield,Expert
47.76,0.9,2.41,213.4,1166.17,0.2,10.51,2.36,0.72,Sword Damage,Speedrunner
36.01,0.82,3.07,145.37,797.55,0.36,3.28,6.99,0.53,Velocity,Unskilful
20.3,0.93,6.31,9.56,647.05,1.0,11.35,3.23,0.04,Max Health,Tactic
21.05,1.0,6.74,1.7,718.75,0.99,5.42,0.0,0.03,Shield,Tactic
30.45,0.92,4.78,1.64,862.13,0.71,15.62,1.47,0.29,Bow Damage,Expert
19.56,0.94,7.69,28.56,646.04,1.0,0.0,0.0,0.0,Max Health,Tactic
27.47,0.81,5.1,137.29,770.9,0.33,6.23,2.63,0.24,Max Health,Unskilful
30.71,0.68,4.33,122.71,620.83,0.54,5.44,6.46,0.21,Max Health,Unskilful
31.13,0.75,4.37,119.89,606.3,0.34,5.59,3.52,0.41,Armor,Unskilful
30.32,0.83,5.06,42.11,791.74,0.56,15.16,5.05,0.2,Sword Damage,Expert
20.46,1.0,6.64,0.63,711.28,0.99,8.55,0.0,0.04,Shield,Tactic
15.5,0.82,7.48,24.29,432.83,1.0,8.83,1.05,0.0,Shield,Tactic
31.25,1.0,4.92,38.48,1226.92,0.69,21.04,5.36,0.26,Velocity,Expert
53.27,0.83,1.6,259.44,940.02,0.0,13.57,0.12,0.94,Sword Damage,Berserker
51.52,1.0,4.11,114.28,1527.39,0.37,15.61,3.3,0.74,Bow Damage,Speedrunner
25.24,1.0,4.89,26.94,750.44,0.6,4.98,4.91,0.34,Max Health,Tactic
80.89,0.85,4.09,413.71,2456.51,0.0,0.5,0.0,0.76,Sword Damage,Berserker
24.64,0.92,4.13,121.05,738.68,0.56,13.34,2.22,0.5,Bow Damage,Expert
35.33,0.92,3.37,36.0,1183.09,0.43,13.91,4.67,0.45,Sword Damage,Expert
49.26,0.97,2.64,164.4,1044.03,0.0,20.49,0.0,0.83,Health,Berserker
16.3,0.93,6.3,73.91,525.57,0.99,6.45,0.97,0.01,Bow Damage,Tactic
46.38,1.0,2.82,106.29,1231.53,0.35,19.28,8.24,0.59,Bow Damage,Expert
24.03,0.85,5.49,128.56,618.91,0.42,9.49,3.73,0.57,Bow Damage,Expert
32.61,0.98,4.88,49.34,1258.25,0.66,21.26,5.73,0.22,Velocity,Expert
21.11,0.99,6.89,1.77,741.42,1.0,6.77,0.26,0.06,Shield,Tactic
45.69,0.9,4.24,174.37,1560.22,0.37,6.49,3.94,0.41,Health,Speedrunner
18.05,1.0,6.23,0.0,649.07,1.0,11.01,2.59,0.13,Velocity,Tactic
27.41,0.88,5.68,38.04,1319.97,0.6,12.83,3.65,0.26,Velocity,Expert
19.22,0.8,6.63,0.0,527.63,1.0,5.32,0.0,0.01,Armor,Tactic
25.69,0.59,4.62,130.05,497.31,0.5,5.62,2.41,0.45,Health,Unskilful
60.08,0.8,2.37,164.96,1184.96,0.0,15.05,0.0,0.69,Sword Damage,Berserker
21.58,1.0,5.76,24.83,714.71,0.99,8.16,2.04,0.08,Bow Damage,Tactic
45.42,1.0,3.2,108.9,1270.49,0.33,19.01,8.73,0.54,Bow Damage,Expert
50.83,0.8,3.79,167.35,1193.25,0.32,15.53,4.75,0.47,Health,Speedrunner
20.59,1.0,5.64,0.0,719.48,1.0,7.37,1.97,0.08,Bow Damage,Tactic
62.86,0.94,1.61,322.94,1543.83,0.0,4.13,0.0,0.82,Velocity,Berserker
35.68,0.96,4.56,224.9,1005.69,0.43,15.35,0.0,0.37,Velocity,Speedrunner
34.54,0.99,3.92,92.65,1129.55,0.43,13.76,6.92,0.35,Sword Damage,Expert
36.48,0.5,5.98,149.27,657.76,0.56,2.73,1.7,0.17,Shield,Unskilful
77.42,1.0,2.58,309.66,2064.41,0.0,5.16,0.0,0.73,Health,Berserker
17.33,0.92,6.55,0.0,565.18,0.99,12.43,1.77,0.08,Bow Damage,Tactic
53.01,0.68,4.11,72.57,1076.55,0.24,15.49,2.54,0.51,Max Health,Speedrunner
22.19,1.0,5.29,15.73,792.07,1.0,5.89,9.37,0.13,Armor,Tactic
25.33,1.0,4.9,13.42,761.86,0.6,5.46,4.65,0.31,Max Health,Tactic
21.43,0.9,5.62,29.6,1019.33,0.78,9.06,2.32,0.18,Health,Expert
21.54,1.0,6.24,14.71,700.21,0.83,7.3,3.23,0.1,Armor,Tactic
40.39,1.0,4.43,72.32,1272.35,0.37,5.45,8.94,0.5,Velocity,Speedrunner
29.05,0.92,7.28,169.98,751.77,0.41,11.39,4.05,0.42,Shield,Expert
37.89,0.39,5.46,90.08,469.98,0.39,6.36,5.37,0.27,Health,Unskilful
26.44,0.75,4.71,119.42,620.13,0.49,4.04,2.06,0.35,Shield,Unskilful
21.81,0.83,4.29,181.14,569.09,0.54,12.01,2.38,0.69,Velocity,Expert
44.77,0.84,3.99,154.14,1036.09,0.33,16.5,7.55,0.45,Velocity,Speedrunner
36.75,0.69,5.07,134.21,651.3,0.27,3.42,5.83,0.36,Health,Unskilful
30.4,0.87,4.68,49.92,894.26,0.5,12.62,4.57,0.25,Velocity,Expert
33.67,0.68,5.04,146.3,620.38,0.42,6.03,2.41,0.15,Health,Unskilful
26.45,0.96,3.84,78.58,692.2,0.61,15.43,7.26,0.3,Bow Damage,Expert
32.52,0.72,3.74,143.16,676.16,0.46,6.03,5.77,0.41,Armor,Unskilful
28.82,1.0,3.91,36.89,826.25,0.5,5.31,5.16,0.37,Bow Damage,Expert
28.85,0.84,3.73,176.33,752.63,0.42,3.29,5.79,0.48,Armor,Unskilful
38.96,0.62,3.75,111.22,574.15,0.38,7.27,4.76,0.44,Health,Unskilful
23.5,0.91,5.6,30.75,1021.06,0.81,9.29,2.33,0.17,Health,Expert
31.75,0.73,4.5,114.91,607.78,0.37,5.14,3.86,0.43,Armor,Unskilful
30.55,0.88,4.36,62.23,827.24,0.49,11.36,4.16,0.3,Velocity,Expert
43.02,0.75,4.83,179.81,1049.3,0.35,12.99,2.18,0.32,Health,Speedrunner
59.63,0.95,1.78,317.75,1511.46,0.0,4.89,0.04,0.78,Velocity,Berserker
68.99,0.78,2.57,269.93,1615.37,0.0,11.18,0.03,0.84,Velocity,Berserker
27.77,0.93,6.96,159.99,749.14,0.41,10.24,4.38,0.44,Shield,Expert
16.75,0.93,6.7,3.49,556.22,0.98,13.13,2.42,0.09,Bow Damage,Tactic
16.72,0.93,6.52,118.27,528.45,0.98,12.17,0.0,0.02,Armor,Tactic
60.62,0.89,4.54,175.79,1299.7,0.24,14.77,6.02,0.6,Velocity,Speedrunner
23.02,0.85,5.24,123.05,596.18,0.41,9.14,4.12,0.53,Bow Damage,Expert
24.27,0.92,4.18,129.81,765.33,0.54,13.31,2.67,0.49,Bow Damage,Expert
66.99,0.94,3.8,326.02,1905.01,0.14,13.61,4.4,0.67,Sword Damage,Speedrunner
39.96,1.0,5.31,57.82,1247.37,0.66,3.82,3.61,0.34,Bow Damage,Expert
23.01,0.86,6.31,41.22,665.77,0.88,7.89,3.58,0.02,Bow Damage,Tactic
29.11,0.99,5.33,151.13,1229.25,0.47,10.33,3.3,0.34,Health,Expert
57.82,0.94,2.48,219.72,1206.6,0.0,7.32,0.0,0.71,Health,Berserker
38.42,0.58,4.34,131.63,612.65,0.41,5.65,6.0,0.29,Health,Unskilful
35.69,0.65,3.83,147.69,613.29,0.31,3.87,4.58,0.59,Health,Unskilful
20.53,0.92,6.36,20.78,672.75,1.0,11.2,3.19,0.03,Max Health,Tactic
30.6,0.99,5.85,8.1,860.13,0.48,9.42,3.88,0.25,Shield,Expert
65.73,0.84,2.27,337.72,1196.28,0.0,14.09,0.02,0.78,Max Health,Berserker
70.23,0.89,4.14,249.06,1308.51,0.0,12.28,0.03,0.75,Sword Damage,Berserker
57.46,1.0,3.09,212.29,1547.96,0.22,7.47,6.96,0.6,Bow Damage,Speedrunner
29.38,1.0,3.73,31.62,780.5,0.5,5.32,5.18,0.37,Bow Damage,Expert
33.05,0.57,3.35,112.22,575.24,0.27,5.08,6.38,0.43,Shield,Unskilful
65.69,0.95,2.11,240.53,1279.63,0.0,9.72,0.03,0.78,Health,Berserker
47.37,0.88,2.89,152.76,1076.43,0.41,16.21,7.49,0.58,Bow Damage,Speedrunner
55.05,1.0,2.6,200.45,1643.99,0.24,14.34,6.91,0.62,Velocity,Speedrunner
18.09,0.89,6.33,120.82,519.78,0.69,5.24,4.09,0.11,Shield,Unskilful
27.15,0.6,4.63,104.13,529.39,0.28,4.51,5.83,0.37,Max Health,Unskilful
21.45,0.93,6.25,10.38,693.24,0.99,10.23,3.17,0.08,Bow Damage,Tactic
18.4,0.99,6.18,0.0,639.78,0.98,10.91,3.45,0.13,Velocity,Tactic
30.45,0.8,5.51,145.28,768.09,0.35,5.84,3.52,0.25,Max Health,Unskilful
27.69,0.93,3.8,80.72,820.53,0.62,15.13,6.89,0.3,Bow Damage,Expert
30.43,0.75,4.38,116.18,626.65,0.36,5.17,3.89,0.41,Armor,Unskilful
29.6,0.82,3.92,186.49,730.93,0.38,3.71,5.47,0.44,Armor,Unskilful
30.34,0.86,4.28,169.32,779.46,0.49,7.11,5.1,0.25,Health,Unskilful
26.75,0.81,3.95,125.07,609.4,0.53,13.37,3.63,0.48,Velocity,Expert
35.39,0.93,5.2,120.15,1326.05,0.29,10.81,2.23,0.29,Health,Expert
45.39,1.0,2.77,112.24,1194.34,0.34,19.56,8.06,0.56,Bow Damage,Expert
29.57,0.98,6.25,4.31,861.1,0.49,9.7,4.27,0.24,Shield,Expert
21.0,0.68,7.05,10.48,454.99,0.75,6.33,1.09,0.06,Bow Damage,Tactic
